osm_id,name,category,subcategory,latitude,longitude,source,collection_date
way/334671985,Unnamed,amenity,place_of_worship,27.5800186,77.6871515,OpenStreetMap,2026-09-10
way/334674939,Sri Radha Damodara Mandir,amenity,place_of_worship,27.5837612,77.6956061,OpenStreetMap,2026-09-10
way/335527342,Sri Gopal Bhatta Samadhi Mandir,amenity,place_of_worship,27.5857061,77.6986598,OpenStreetMap,2026-09-10
way/335527344,Sri Radha Raman Mandir,amenity,place_of_worship,27.5853793,77.6987246,OpenStreetMap,2026-09-10
way/335534876,Sri Giriraja Govardhan (Govardhan Parvat),amenity,place_of_worship,27.4771542,77.4467821,OpenStreetMap,2026-09-10
way/335565194,Harideva Mandir,amenity,place_of_worship,27.496892,77.4642869,OpenStreetMap,2026-09-10
way/335565195,Madhavendra Puri Bhadjan Kutir,amenity,place_of_worship,27.4687933,77.4397895,OpenStreetMap,2026-09-10
way/335565200,Manasi Ganga,amenity,place_of_worship,27.4989529,77.463881,OpenStreetMap,2026-09-10
way/335565202,Sanatana Goswami Bhajan Kutir,amenity,place_of_worship,27.4983911,77.4640212,OpenStreetMap,2026-09-10
way/335568945,GIRIRAJJI MUKHARVIND,amenity,place_of_worship,27.4733685,77.4426153,OpenStreetMap,2026-09-10
way/335568946,Radha Uddhava Bihari Temple,amenity,place_of_worship,27.5139516,77.4765091,OpenStreetMap,2026-09-10
way/335568949,Unnamed,amenity,place_of_worship,27.5241322,77.486216,OpenStreetMap,2026-09-10
way/335571304,Samadhi Raghunath das goswami,amenity,place_of_worship,27.5257026,77.4914164,OpenStreetMap,2026-09-10
way/335852213,श्री राधा गोकुलानंद मंदिर,amenity,place_of_worship,27.5861973,77.6987825,OpenStreetMap,2026-09-10
way/430061161,Kusum Sarovar,amenity,place_of_worship,27.5119788,77.4783952,OpenStreetMap,2026-09-10
way/491803653,Prem Mandir,amenity,place_of_worship,27.5720921,77.6720373,OpenStreetMap,2026-09-10
way/491875572,Dwarikadeesh Temple,amenity,place_of_worship,27.5051686,77.6848965,OpenStreetMap,2026-09-10
way/558620803,Baba Jai Guru Dev Mandir,amenity,place_of_worship,27.4759293,77.6573136,OpenStreetMap,2026-09-10
way/558621084,Sainik,amenity,restaurant,27.4439767,77.6892218,OpenStreetMap,2026-09-10
node/617763098,Indian Oil,amenity,fuel,27.5621729,77.6259754,OpenStreetMap,2026-09-10
way/628041544,Unnamed,amenity,parking,27.4944963,77.6789039,OpenStreetMap,2026-09-10
way/628054452,Unnamed,amenity,parking,27.4946738,77.6764649,OpenStreetMap,2026-09-10
way/628167715,Unnamed,amenity,parking,27.4916476,77.6856724,OpenStreetMap,2026-09-10
way/671039232,Unnamed,amenity,place_of_worship,27.5634485,77.6382821,OpenStreetMap,2026-09-10
way/671638009,District Combined Hospital Mathura,amenity,hospital,27.5591684,77.6817633,OpenStreetMap,2026-09-10
way/671678178,Unnamed,amenity,parking,27.5809784,77.6865256,OpenStreetMap,2026-09-10
way/671678180,Brahma Kund,amenity,place_of_worship,27.5833192,77.701392,OpenStreetMap,2026-09-10
way/671782676,Unnamed,amenity,place_of_worship,27.4612529,77.6479527,OpenStreetMap,2026-09-10
way/671782752,Sri Dauji Temple,amenity,place_of_worship,27.429447,77.6360679,OpenStreetMap,2026-09-10
way/671782849,Unnamed,amenity,college,27.4947937,77.5739881,OpenStreetMap,2026-09-10
way/671814600,Unnamed,amenity,place_of_worship,27.4979176,77.69395,OpenStreetMap,2026-09-10
way/671911756,Unnamed,amenity,school,27.463145,77.6247329,OpenStreetMap,2026-09-10
way/671911757,Unnamed,amenity,school,27.4611744,77.622225,OpenStreetMap,2026-09-10
way/671911788,Shantanu Bihari Temple,amenity,place_of_worship,27.4984753,77.6261287,OpenStreetMap,2026-09-10
way/672270937,Unnamed,amenity,place_of_worship,27.391979,77.7283868,OpenStreetMap,2026-09-10
way/672348231,Unnamed,amenity,place_of_worship,27.413365,77.5058144,OpenStreetMap,2026-09-10
way/672362606,Unnamed,amenity,school,27.391882,77.6224302,OpenStreetMap,2026-09-10
way/672362644,Unnamed,amenity,place_of_worship,27.4284185,77.6000023,OpenStreetMap,2026-09-10
way/672362645,Unnamed,amenity,place_of_worship,27.4504746,77.6002603,OpenStreetMap,2026-09-10
way/672374329,Unnamed,amenity,place_of_worship,27.3387192,77.7315136,OpenStreetMap,2026-09-10
way/672374330,Unnamed,amenity,school,27.3348962,77.7328621,OpenStreetMap,2026-09-10
way/672374332,Unnamed,amenity,place_of_worship,27.3452558,77.7032156,OpenStreetMap,2026-09-10
way/672453107,Eshan College of Engineering & Management,amenity,college,27.2909958,77.7875965,OpenStreetMap,2026-09-10
way/672474706,Unnamed,amenity,place_of_worship,27.4793429,77.5213182,OpenStreetMap,2026-09-10
way/672474749,Unnamed,amenity,place_of_worship,27.4849039,77.5260564,OpenStreetMap,2026-09-10
way/672474884,Baluni Boarding School - Hardayal Technical Campus,amenity,college,27.2744425,77.8002029,OpenStreetMap,2026-09-10
way/672496398,Unnamed,amenity,place_of_worship,27.5408959,77.6018912,OpenStreetMap,2026-09-10
way/672547435,Unnamed,amenity,fuel,27.4884695,77.5434633,OpenStreetMap,2026-09-10
way/672553888,Unnamed,amenity,place_of_worship,27.5818365,77.5335954,OpenStreetMap,2026-09-10
way/672553909,Unnamed,amenity,place_of_worship,27.5542978,77.509831,OpenStreetMap,2026-09-10
way/672553922,Unnamed,amenity,place_of_worship,27.5419004,77.5285461,OpenStreetMap,2026-09-10
way/672628075,Unnamed,amenity,place_of_worship,27.2888789,77.6397604,OpenStreetMap,2026-09-10
way/672628134,Unnamed,amenity,place_of_worship,27.2579766,77.6434278,OpenStreetMap,2026-09-10
way/672715802,Unnamed,amenity,place_of_worship,27.3415333,77.5635511,OpenStreetMap,2026-09-10
way/672715806,Unnamed,amenity,fuel,27.3440753,77.5713475,OpenStreetMap,2026-09-10
way/672715823,Unnamed,amenity,place_of_worship,27.2993833,77.63422,OpenStreetMap,2026-09-10
way/672725156,Unnamed,amenity,fuel,27.349462,77.5733712,OpenStreetMap,2026-09-10
way/672725229,Unnamed,amenity,place_of_worship,27.3541552,77.5928334,OpenStreetMap,2026-09-10
way/672746496,Unnamed,amenity,place_of_worship,27.3963793,77.5496377,OpenStreetMap,2026-09-10
way/672746610,Unnamed,amenity,place_of_worship,27.3653377,77.6465232,OpenStreetMap,2026-09-10
way/672746628,Unnamed,amenity,place_of_worship,27.3764554,77.6475605,OpenStreetMap,2026-09-10
way/672772239,Unnamed,amenity,place_of_worship,27.4470465,77.469679,OpenStreetMap,2026-09-10
way/672772251,Unnamed,amenity,school,27.4451678,77.4770156,OpenStreetMap,2026-09-10
way/672831407,Unnamed,amenity,place_of_worship,27.3890491,77.4836808,OpenStreetMap,2026-09-10
way/672831573,Unnamed,amenity,school,27.4165656,77.4803616,OpenStreetMap,2026-09-10
way/672831574,Unnamed,amenity,school,27.4191168,77.4797729,OpenStreetMap,2026-09-10
way/672874288,Unnamed,amenity,place_of_worship,27.4953041,77.4108562,OpenStreetMap,2026-09-10
way/672993454,Unnamed,amenity,school,27.5597355,77.4567407,OpenStreetMap,2026-09-10
way/672993486,Unnamed,amenity,place_of_worship,27.5214751,77.4507983,OpenStreetMap,2026-09-10
way/672993508,Unnamed,amenity,place_of_worship,27.5102203,77.4995689,OpenStreetMap,2026-09-10
way/673308052,Dan Ghati Temple,amenity,place_of_worship,27.4953987,77.4628884,OpenStreetMap,2026-09-10
way/673308125,Govardhan Bus Stand,amenity,bus_station,27.4934613,77.4677693,OpenStreetMap,2026-09-10
way/673308143,Unnamed,amenity,place_of_worship,27.5110423,77.478466,OpenStreetMap,2026-09-10
way/673308162,Unnamed,amenity,place_of_worship,27.5114687,77.4771443,OpenStreetMap,2026-09-10
way/673321449,Shrinathji Mandir,amenity,place_of_worship,27.4737673,77.4437746,OpenStreetMap,2026-09-10
way/673573044,Prem Mandir,amenity,place_of_worship,27.5720833,77.6719249,OpenStreetMap,2026-09-10
way/673573094,Unnamed,amenity,place_of_worship,27.5666176,77.6992033,OpenStreetMap,2026-09-10
way/673573126,Unnamed,amenity,place_of_worship,27.5725264,77.6857095,OpenStreetMap,2026-09-10
way/673573127,Unnamed,amenity,place_of_worship,27.5739946,77.6869253,OpenStreetMap,2026-09-10
way/673573128,Unnamed,amenity,place_of_worship,27.5757391,77.6883823,OpenStreetMap,2026-09-10
way/673847073,Unnamed,amenity,school,27.5492986,77.6686198,OpenStreetMap,2026-09-10
way/673975825,Храм Лал Бабу,amenity,place_of_worship,27.5836518,77.7032653,OpenStreetMap,2026-09-10
way/675639907,Unnamed,amenity,place_of_worship,27.4709057,77.6216886,OpenStreetMap,2026-09-10
way/677659418,Unnamed,amenity,school,27.5021966,77.4523004,OpenStreetMap,2026-09-10
way/677851649,Unnamed,amenity,place_of_worship,27.3539885,77.5513503,OpenStreetMap,2026-09-10
way/677919023,Unnamed,amenity,place_of_worship,27.4277222,77.4391495,OpenStreetMap,2026-09-10
way/678150630,Unnamed,amenity,place_of_worship,27.559786,77.5649672,OpenStreetMap,2026-09-10
way/678150634,Unnamed,amenity,place_of_worship,27.5615843,77.5604906,OpenStreetMap,2026-09-10
way/678150672,Unnamed,amenity,place_of_worship,27.5328333,77.5422382,OpenStreetMap,2026-09-10
way/679447890,Jaipur Mandir,amenity,place_of_worship,27.5722227,77.6903564,OpenStreetMap,2026-09-10
way/679447944,Unnamed,amenity,place_of_worship,27.5734431,77.694687,OpenStreetMap,2026-09-10
way/755170876,Army Public School,amenity,school,27.4788855,77.6795249,OpenStreetMap,2026-09-10
way/755170897,Unnamed,amenity,parking,27.4823977,77.6743565,OpenStreetMap,2026-09-10
way/768143156,Бхаджан кутир Санатаны Госвами,amenity,place_of_worship,27.5798935,77.6872893,OpenStreetMap,2026-09-10
way/768144964,Адвайта ват,amenity,place_of_worship,27.5807012,77.6884994,OpenStreetMap,2026-09-10
way/844941546,"Akshaya Patra Temple, Vrindavan",amenity,place_of_worship,27.5685581,77.6442258,OpenStreetMap,2026-09-10
way/1180146722,old bus stand,amenity,bus_station,27.4936084,77.684385,OpenStreetMap,2026-09-10
way/1232190978,Unnamed,shop,hairdresser,27.5875405,77.7003303,OpenStreetMap,2026-09-10
way/1232208334,Unnamed,amenity,place_of_worship,27.5851513,77.7030538,OpenStreetMap,2026-09-10
way/1265415759,Mathuragate Police Station,amenity,police,27.578994,77.6973888,OpenStreetMap,2026-09-10
way/1265415761,Manuhaar,amenity,restaurant,27.5751347,77.6949972,OpenStreetMap,2026-09-10
way/1265415762,11flowers,amenity,restaurant,27.5721305,77.6830059,OpenStreetMap,2026-09-10
way/1356602441,Brijwasi Centrum,amenity,restaurant,27.4923372,77.6741989,OpenStreetMap,2026-09-10
way/1360347800,Chamunda Maa temple,amenity,place_of_worship,27.2855463,77.7035981,OpenStreetMap,2026-09-10
way/1360347801,Unnamed,amenity,place_of_worship,27.2878402,77.7089062,OpenStreetMap,2026-09-10
way/1360347802,PARKHAM ADDAA,amenity,marketplace,27.2900227,77.7155426,OpenStreetMap,2026-09-10
way/1360347805,Yaadav g home,amenity,social_facility,27.2884561,77.7145249,OpenStreetMap,2026-09-10
way/1360347807,Sati Maa Temple,amenity,place_of_worship,27.2867977,77.7133275,OpenStreetMap,2026-09-10
way/1360347808,Shiv Temple,amenity,place_of_worship,27.289189,77.7135654,OpenStreetMap,2026-09-10
way/1410329366,New Bus Station,amenity,bus_station,27.4922199,77.6745973,OpenStreetMap,2026-09-10
way/1446987495,Unnamed,amenity,parking,27.4790133,77.6791759,OpenStreetMap,2026-09-10
way/1486287442,Amarnath Girls Degree College,amenity,college,27.4986004,77.6707655,OpenStreetMap,2026-09-10
way/1500206498,Unnamed,amenity,fuel,27.4026671,77.6940116,OpenStreetMap,2026-09-10
node/2548668314,Asian Paints Colourworld,shop,paint,27.5702475,77.6747601,OpenStreetMap,2026-09-10
node/2548668317,Kishori,shop,musical_instrument,27.5702718,77.6751293,OpenStreetMap,2026-09-10
node/2548668318,Shree Jee Diamond Tools,shop,hardware,27.5701552,77.6742652,OpenStreetMap,2026-09-10
node/2548668319,Shubham Family Bazar,shop,convenience,27.5701086,77.6747895,OpenStreetMap,2026-09-10
node/2548668321,Singhal Agencies,shop,electronics;furniture,27.570444,77.6750962,OpenStreetMap,2026-09-10
node/2548668322,Sleepwell,shop,bed,27.5705172,77.6750786,OpenStreetMap,2026-09-10
node/2548668323,Sudhir Studio,craft,photographic_laboratory,27.5704159,77.6751028,OpenStreetMap,2026-09-10
node/2548668324,UCO Bank,amenity,bank,27.5700009,77.6745193,OpenStreetMap,2026-09-10
node/2550078185,HDFC Bank,amenity,bank,27.5734458,77.6828095,OpenStreetMap,2026-09-10
node/2550078186,ICICI Bank,amenity,bank,27.5734812,77.682916,OpenStreetMap,2026-09-10
node/2564422068,Brij Honda,shop,motorcycle,27.5694401,77.6891107,OpenStreetMap,2026-09-10
node/2564422072,Corporation Bank,amenity,bank,27.5689922,77.6899439,OpenStreetMap,2026-09-10
node/2564422077,Himanshi Hospital,amenity,doctors,27.5688869,77.6898442,OpenStreetMap,2026-09-10
node/2564422078,Munger Raj Mandir,amenity,place_of_worship,27.5747197,77.6946789,OpenStreetMap,2026-09-10
node/2564422079,Oriental Bank of Commerce,amenity,bank,27.5693667,77.6897745,OpenStreetMap,2026-09-10
node/2564422080,Pankaj Cycle Store,shop,bicycle,27.577266,77.6975997,OpenStreetMap,2026-09-10
node/2564422081,Ramakrishna Math and Ramakrishna Mission Sevashrama,amenity,hospital,27.572907,77.693199,OpenStreetMap,2026-09-10
node/2564422082,Siddhant Traders,shop,ups,27.5693761,77.6891428,OpenStreetMap,2026-09-10
node/2564422084,Unnamed,amenity,atm,27.5693909,77.6897928,OpenStreetMap,2026-09-10
node/2564422085,Unnamed,amenity,atm,27.5702087,77.6954835,OpenStreetMap,2026-09-10
node/2565716470,Unnamed,amenity,atm,27.5699877,77.6744773,OpenStreetMap,2026-09-10
node/2565716471,Unnamed,amenity,atm,27.5734356,77.6827821,OpenStreetMap,2026-09-10
node/2565716472,Unnamed,amenity,atm,27.5734899,77.6829463,OpenStreetMap,2026-09-10
node/2568373518,Allahabad Bank,amenity,bank,27.5716331,77.6780336,OpenStreetMap,2026-09-10
node/3251594417,State Bank of India,amenity,atm,27.4894513,77.6779699,OpenStreetMap,2026-09-10
node/3413008744,Govinda's Restaurant,amenity,restaurant,27.5728703,77.6773551,OpenStreetMap,2026-09-10
node/3413008777,Unnamed,amenity,atm,27.5721792,77.6780055,OpenStreetMap,2026-09-10
node/3417359576,Gangotri,shop,mall,27.5831797,77.6975586,OpenStreetMap,2026-09-10
node/4415912491,Bhaskar Hospital,amenity,hospital,27.4904334,77.6551554,OpenStreetMap,2026-09-10
node/4489880189,Sri Sri Anu Giriraj Mandir,amenity,place_of_worship,27.4958034,77.4664353,OpenStreetMap,2026-09-10
node/4569639794,Sri Radha Shyamsundar Mandir,amenity,place_of_worship,27.5826874,77.6961268,OpenStreetMap,2026-09-10
node/4569657292,Sri Radha Gopinath Mandir,amenity,place_of_worship,27.5860483,77.6996206,OpenStreetMap,2026-09-10
node/4569657293,Unnamed,amenity,place_of_worship,27.5673577,77.6760228,OpenStreetMap,2026-09-10
node/4569668889,Sri Caitanya Mahaprabhu's Sitting Place,amenity,place_of_worship,27.5674711,77.700294,OpenStreetMap,2026-09-10
node/4648692290,Unnamed,amenity,place_of_worship,27.5248884,77.4942452,OpenStreetMap,2026-09-10
node/4648692292,Vrinda Kunj,amenity,place_of_worship,27.5845022,77.7033788,OpenStreetMap,2026-09-10
node/4648837990,Sri Radha Shyamsundar Temple,amenity,place_of_worship,27.5826272,77.6959324,OpenStreetMap,2026-09-10
node/4648837991,Unnamed,amenity,place_of_worship,27.567489,77.6759712,OpenStreetMap,2026-09-10
node/4649010790,Murari Gupta Jagannath Temple,amenity,place_of_worship,27.5675119,77.7004473,OpenStreetMap,2026-09-10
node/4706937889,Pilot Baba Ashram,amenity,place_of_worship,27.572705,77.6969117,OpenStreetMap,2026-09-10
node/4741056023,Oro-Care,amenity,dentist,27.4857605,77.6827535,OpenStreetMap,2026-09-10
node/4795308422,Ramananda Ashram,amenity,place_of_worship,27.5691382,77.6851203,OpenStreetMap,2026-09-10
node/5221244021,Unnamed,amenity,restaurant,27.5092315,77.6716977,OpenStreetMap,2026-09-10
node/5453980521,Unnamed,amenity,place_of_worship,27.5834471,77.7054103,OpenStreetMap,2026-09-10
node/5470829321,Druva tila,amenity,place_of_worship,27.4646102,77.6543272,OpenStreetMap,2026-09-10
node/5483832723,Unnamed,amenity,restaurant,27.571356,77.6749731,OpenStreetMap,2026-09-10
node/5808897855,Krishna-Balaram Temple,amenity,place_of_worship,27.5725271,77.6775721,OpenStreetMap,2026-09-10
node/6094947292,Unnamed,amenity,place_of_worship,27.5586304,77.6791564,OpenStreetMap,2026-09-10
node/6283363534,Indian Oil,amenity,fuel,27.3170793,77.7678233,OpenStreetMap,2026-09-10
node/6313899527,Keshi Ghat,amenity,place_of_worship,27.5872629,77.6987417,OpenStreetMap,2026-09-10
node/6326867396,Unnamed,amenity,fuel,27.5426326,77.672224,OpenStreetMap,2026-09-10
node/6327725339,Indian Oil,amenity,fuel,27.4708201,77.6605698,OpenStreetMap,2026-09-10
node/6897678122,"District Hospital Blood Bank, Mathura",amenity,blood_bank,27.4710676,77.6969165,OpenStreetMap,2026-09-10
node/6898546134,Sadbhawna Charitable Blood Bank,amenity,blood_bank,27.5000553,77.6534928,OpenStreetMap,2026-09-10
node/6902109738,Agrawal Life Line Hospital and Trauma Centre Blood Bank,amenity,blood_bank,27.4344772,77.70087,OpenStreetMap,2026-09-10
node/6902109743,"Rotary Blood Bank, Rotary Point",amenity,blood_bank,27.5118826,77.6546676,OpenStreetMap,2026-09-10
node/6902109748,Ramakrishna Mission Sevashrama,amenity,blood_bank,27.5718524,77.6944703,OpenStreetMap,2026-09-10
node/6906512017,Nayati Blood Bank,amenity,blood_bank,27.534827,77.6591188,OpenStreetMap,2026-09-10
node/7018026512,Saxena Hospital,amenity,hospital,27.4662204,77.6712303,OpenStreetMap,2026-09-10
node/7018342687,Maa Saraswati Hospital,amenity,hospital,27.519359,77.6722463,OpenStreetMap,2026-09-10
node/7018603358,"रामकृष्ण मिशन सेवाश्रम, मथुरा",amenity,hospital,27.5719404,77.6944113,OpenStreetMap,2026-09-10
node/7018918779,Sunayan Eye Centre,amenity,hospital,27.5013454,77.6609822,OpenStreetMap,2026-09-10
node/7019031513,"Asha Hospital, Mathura",amenity,hospital,27.4815167,77.6600803,OpenStreetMap,2026-09-10
node/7020160135,"Shanti Nursing Home, Mathura",amenity,clinic,27.4994225,77.6535525,OpenStreetMap,2026-09-10
node/7020365867,"Jyoti Nursing Home, Mathura",amenity,clinic,27.4632343,77.6711646,OpenStreetMap,2026-09-10
node/7020390443,Vipin Nursing Home,amenity,clinic,27.5005431,77.6625131,OpenStreetMap,2026-09-10
node/7020886881,"Maheshwari Hospital Pvt Ltd,",amenity,hospital,27.5059174,77.6790261,OpenStreetMap,2026-09-10
node/7022371517,Dayalu Hospital,amenity,hospital,27.4629582,77.6702915,OpenStreetMap,2026-09-10
node/7025269434,"Narula Nursing Home, Mathura",amenity,clinic,27.4333408,77.6994597,OpenStreetMap,2026-09-10
node/7025938459,"Surendra Nursing Home, Mathura",amenity,clinic,27.4558322,77.6813265,OpenStreetMap,2026-09-10
node/7027369574,Shri Krishna Hospital,amenity,hospital,27.4858854,77.6668596,OpenStreetMap,2026-09-10
node/7027401110,Shri Om Hospital,amenity,hospital,27.498516,77.6698422,OpenStreetMap,2026-09-10
node/7027409447,Shri Laxmi Life Line Hospital,amenity,hospital,27.5605594,77.6815581,OpenStreetMap,2026-09-10
node/7027683506,Sushila Hospital,amenity,hospital,27.4934402,77.673057,OpenStreetMap,2026-09-10
node/7028748791,Verman Nursing Home,amenity,clinic,27.491703,77.6938453,OpenStreetMap,2026-09-10
node/7029267190,Swarn Jayanti Samudaik Hospital,amenity,hospital,27.4286304,77.6965275,OpenStreetMap,2026-09-10
node/7030575124,Spandan Care,amenity,hospital,27.5233501,77.6734096,OpenStreetMap,2026-09-10
node/7030758735,"Utkarsh Hospital, Mathura",amenity,hospital,27.5156917,77.6733152,OpenStreetMap,2026-09-10
node/7030858343,Gopi Krishna Hospital,amenity,hospital,27.4969275,77.6902471,OpenStreetMap,2026-09-10
node/7030993815,"Vatsalya Hospital, Mathura",amenity,hospital,27.5257079,77.6754172,OpenStreetMap,2026-09-10
node/7031006679,Kulshreshtha Eye Centre And Laser Services,amenity,hospital,27.4943817,77.679857,OpenStreetMap,2026-09-10
node/7031808379,Dr.Gopal Eye Laser and Phaco Centre,amenity,clinic,27.4985886,77.6780934,OpenStreetMap,2026-09-10
node/7032198358,Mehta Nursing Home and Maternity Hospital and Ortho,amenity,hospital,27.5007078,77.6583832,OpenStreetMap,2026-09-10
node/7033322187,Maurya Hospital and Taruma Centre,amenity,hospital,27.4545317,77.6820624,OpenStreetMap,2026-09-10
node/7034753384,Prabhakar Hospital,amenity,hospital,27.4574108,77.6815678,OpenStreetMap,2026-09-10
node/7035114992,Ashok Hospital,amenity,hospital,27.4890999,77.6796267,OpenStreetMap,2026-09-10
node/7035159031,Madhu Bala Hospital and Ultrasound Clinic,amenity,hospital,27.5004295,77.6701929,OpenStreetMap,2026-09-10
node/7035579184,Brij Health Care & Research Center,amenity,clinic,27.5667357,77.6863807,OpenStreetMap,2026-09-10
node/7035597982,"Prayag Hospital, Mathura",amenity,hospital,27.500439,77.6668181,OpenStreetMap,2026-09-10
node/7036244924,Vrindaban Arogya Deep (P) Ltd,amenity,hospital,27.5686497,77.6898703,OpenStreetMap,2026-09-10
node/7036248656,Uppal Nursing Home,amenity,clinic,27.5030054,77.662835,OpenStreetMap,2026-09-10
node/7037441911,Radhey Shyam Multispeciality Hospital,amenity,hospital,27.5164085,77.6734387,OpenStreetMap,2026-09-10
node/7037498258,Chauhan Clinic,amenity,clinic,27.4999399,77.6436907,OpenStreetMap,2026-09-10
node/7038345774,Brij Chikitsa Sansthan,amenity,clinic,27.5027378,77.674459,OpenStreetMap,2026-09-10
node/7038942277,Chirayu Hospital and Research Centre,amenity,hospital,27.4618372,77.6724292,OpenStreetMap,2026-09-10
node/7054369552,Comésum,amenity,cafe,27.4795362,77.673385,OpenStreetMap,2026-09-10
node/7066505783,Deep Nursing Home,amenity,hospital,27.5011081,77.6614228,OpenStreetMap,2026-09-10
node/7171716172,Ашрам Гаутамы риши,amenity,place_of_worship,27.57679,77.6754809,OpenStreetMap,2026-09-10
node/7171760301,Unnamed,amenity,place_of_worship,27.5724032,77.6777866,OpenStreetMap,2026-09-10
node/7171760302,Кришна-Баларам мандир,amenity,place_of_worship,27.5723219,77.6773956,OpenStreetMap,2026-09-10
node/7171792398,Тарас мандир,amenity,place_of_worship,27.5701644,77.6929867,OpenStreetMap,2026-09-10
node/7171865698,Khram Katyayani,amenity,place_of_worship,27.5788988,77.7037404,OpenStreetMap,2026-09-10
node/7172072781,храм Ашта-сакхи,amenity,place_of_worship,27.5802569,77.6888572,OpenStreetMap,2026-09-10
node/7172091726,Храм Банкебихари,amenity,place_of_worship,27.579978,77.6905025,OpenStreetMap,2026-09-10
node/7172103529,Unnamed,amenity,place_of_worship,27.5810739,77.6917198,OpenStreetMap,2026-09-10
node/7172126073,Unnamed,amenity,place_of_worship,27.5810397,77.6924374,OpenStreetMap,2026-09-10
node/7178115902,District Women Hospital Mahura,amenity,hospital,27.4955694,77.6825613,OpenStreetMap,2026-09-10
node/7188358316,District Male Hospital Mathura,amenity,hospital,27.4962665,77.683838,OpenStreetMap,2026-09-10
node/7247292946,Unnamed,amenity,place_of_worship,27.5828566,77.6950567,OpenStreetMap,2026-09-10
node/7247292949,Unnamed,amenity,place_of_worship,27.5857657,77.700049,OpenStreetMap,2026-09-10
node/7247396549,Radha-Ramana,amenity,place_of_worship,27.585478,77.699009,OpenStreetMap,2026-09-10
node/7287646376,Сурья гхат,amenity,place_of_worship,27.5811092,77.6880385,OpenStreetMap,2026-09-10
node/7287657604,Unnamed,amenity,place_of_worship,27.5815504,77.668314,OpenStreetMap,2026-09-10
node/7287711828,Пани-гхат,amenity,place_of_worship,27.5779027,77.7077571,OpenStreetMap,2026-09-10
node/7287726154,Акрура-гхат,amenity,place_of_worship,27.5518014,77.6850479,OpenStreetMap,2026-09-10
node/7287733294,Храм Батхаран Бихари,amenity,place_of_worship,27.5566428,77.6879977,OpenStreetMap,2026-09-10
node/7287742611,Вараха-гхат,amenity,place_of_worship,27.5761598,77.6752188,OpenStreetMap,2026-09-10
node/7287789485,Мохана тер-гхат,amenity,place_of_worship,27.5769074,77.6764355,OpenStreetMap,2026-09-10
node/7287803086,Храм Калия Мардана,amenity,place_of_worship,27.5785391,77.6856482,OpenStreetMap,2026-09-10
node/7287833608,Unnamed,amenity,place_of_worship,27.5808263,77.7020754,OpenStreetMap,2026-09-10
node/7287891338,Samadhi Bilvamangala,amenity,place_of_worship,27.5838662,77.7001762,OpenStreetMap,2026-09-10
node/7287918954,Khram Amiya Nimai,amenity,place_of_worship,27.5832308,77.7000786,OpenStreetMap,2026-09-10
