State,District,Subdistt,village_code,name,households,population_total,population_male,population_female,literate_total,literate_male,literate_female,illiterate_total,illiterate_male,illiterate_female,workers_total,workers_male,workers_female,cultivators,agri_labourers,household_industry_workers,non_workers,latitude,longitude,location_precision
9,145,762,123884,Dedna Banger,170,978,520,458,455,313,142,523,207,316,243,219,24,88,50,1,735,27.6364,77.7124,block_centroid_approximation
9,145,762,123885,Makhdumpur Banger,284,1593,841,752,411,279,132,1182,562,620,621,404,217,61,116,0,972,27.6364,77.7124,block_centroid_approximation
9,145,762,123886,Inayatgarh Khader,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6364,77.7124,block_centroid_approximation
9,145,762,123887,Firozpur Khader,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6364,77.7124,block_centroid_approximation
9,145,762,123888,Daulatpur Khader,9,63,33,30,18,15,3,45,18,27,18,18,0,5,13,0,45,27.6364,77.7124,block_centroid_approximation
9,145,762,123889,Basau Banger,69,411,224,187,217,144,73,194,80,114,79,75,4,20,26,6,332,27.6364,77.7124,block_centroid_approximation
9,145,762,123890,Basau Khader,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6364,77.7124,block_centroid_approximation
9,145,762,123891,Daulatpur Banger,299,1825,946,879,927,603,324,898,343,555,1004,533,471,222,29,0,821,27.6364,77.7124,block_centroid_approximation
9,145,762,123892,Chhinparai Banger,378,2372,1234,1138,1361,845,516,1011,389,622,864,527,337,342,36,16,1508,27.6364,77.7124,block_centroid_approximation
9,145,762,123893,Chhinparai Khader,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6364,77.7124,block_centroid_approximation
9,145,762,123894,Makhdumpur Khader,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6364,77.7124,block_centroid_approximation
9,145,762,123895,Dedna Khader,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6364,77.7124,block_centroid_approximation
9,145,762,123896,Marhalamukkh Khader,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6364,77.7124,block_centroid_approximation
9,145,762,123897,Parsauli,783,4595,2407,2188,2748,1771,977,1847,636,1211,1440,1059,381,474,59,93,3155,27.6364,77.7124,block_centroid_approximation
9,145,762,123898,Baroth Bangar,921,5774,3145,2629,2878,1969,909,2896,1176,1720,1851,1295,556,974,158,10,3923,27.6364,77.7124,block_centroid_approximation
9,145,762,123899,Baroth Khadar,21,119,64,55,77,42,35,42,22,20,54,32,22,21,2,0,65,27.6364,77.7124,block_centroid_approximation
9,145,762,123900,Pithora Bangar,56,380,199,181,234,136,98,146,63,83,169,84,85,27,11,1,211,27.6364,77.7124,block_centroid_approximation
9,145,762,123901,Pithora Khadar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6364,77.7124,block_centroid_approximation
9,145,762,123902,Pal Kherha,608,3752,2015,1737,2011,1390,621,1741,625,1116,1188,926,262,445,43,5,2564,27.6364,77.7124,block_centroid_approximation
9,145,762,123903,Said Garhi,168,1036,553,483,551,360,191,485,193,292,369,274,95,171,84,3,667,27.6364,77.7124,block_centroid_approximation
9,145,762,123904,Hasanpur,1106,6668,3556,3112,3828,2555,1273,2840,1001,1839,3039,1710,1329,917,324,51,3629,27.6364,77.7124,block_centroid_approximation
9,145,762,123905,Meerpur Khadar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6364,77.7124,block_centroid_approximation
9,145,762,123906,Thainua,103,492,277,215,311,216,95,181,61,120,114,99,15,1,0,3,378,27.6364,77.7124,block_centroid_approximation
9,145,762,123907,Bulakpur,58,332,168,164,204,128,76,128,40,88,86,77,9,40,33,0,246,27.6364,77.7124,block_centroid_approximation
9,145,762,123908,Meerpur Bangar,213,1317,707,610,753,482,271,564,225,339,459,325,134,153,58,16,858,27.6364,77.7124,block_centroid_approximation
9,145,762,123909,Lamtauri,227,1369,769,600,684,484,200,685,285,400,434,364,70,208,166,0,935,27.6364,77.7124,block_centroid_approximation
9,145,762,123910,Kurawli,10,49,30,19,36,27,9,13,3,10,24,15,9,12,0,0,25,27.6364,77.7124,block_centroid_approximation
9,145,762,123911,Moiuddinpur,245,1357,726,631,887,575,312,470,151,319,558,343,215,210,108,4,799,27.6364,77.7124,block_centroid_approximation
9,145,762,123912,Bera,553,2923,1528,1395,1789,1108,681,1134,420,714,790,688,102,343,143,7,2133,27.6364,77.7124,block_centroid_approximation
9,145,762,123913,Asfabad,61,386,229,157,234,168,66,152,61,91,75,50,25,35,8,0,311,27.6364,77.7124,block_centroid_approximation
9,145,762,123914,Khaira,307,1906,1008,898,1071,673,398,835,335,500,612,390,222,167,24,2,1294,27.6364,77.7124,block_centroid_approximation
9,145,762,123915,Amanullapur,270,1607,860,747,834,552,282,773,308,465,721,421,300,169,103,2,886,27.6364,77.7124,block_centroid_approximation
9,145,762,123916,Badanpur,280,1738,948,790,969,655,314,769,293,476,552,492,60,211,219,3,1186,27.6364,77.7124,block_centroid_approximation
9,145,762,123917,Lohai,703,4448,2394,2054,2608,1719,889,1840,675,1165,1225,1178,47,509,487,6,3223,27.6364,77.7124,block_centroid_approximation
9,145,762,123918,Bhalai,580,3826,2072,1754,2197,1425,772,1629,647,982,1179,841,338,605,136,9,2647,27.6364,77.7124,block_centroid_approximation
9,145,762,123919,Surirkalan Khadar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6364,77.7124,block_centroid_approximation
9,145,762,123920,Sihavan Khadar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6364,77.7124,block_centroid_approximation
9,145,762,123921,Sihavan Bangar,66,309,162,147,188,110,78,121,52,69,83,68,15,64,1,1,226,27.6364,77.7124,block_centroid_approximation
9,145,762,123922,Surir Vijaru Khadar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6364,77.7124,block_centroid_approximation
9,145,762,123923,Surir Vijaru Bangar,1256,6872,3717,3155,3954,2486,1468,2918,1231,1687,2526,1838,688,351,107,191,4346,27.6364,77.7124,block_centroid_approximation
9,145,762,123924,Surirkalan Bagar,1761,10143,5562,4581,5502,3616,1886,4641,1946,2695,3989,2753,1236,986,249,271,6154,27.6364,77.7124,block_centroid_approximation
9,145,762,123925,Bhidauni Bangar,485,3256,1732,1524,1721,1093,628,1535,639,896,1111,817,294,452,79,3,2145,27.6364,77.7124,block_centroid_approximation
9,145,762,123926,Bhidauni Khadar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6364,77.7124,block_centroid_approximation
9,145,762,123927,Auhawa Khader,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6364,77.7124,block_centroid_approximation
9,145,762,123928,Auhawa Bangar,550,3398,1755,1643,1729,1074,655,1669,681,988,1130,783,347,369,164,31,2268,27.6364,77.7124,block_centroid_approximation
9,145,762,123929,Baikunthpur,92,673,376,297,338,238,100,335,138,197,184,182,2,64,3,1,489,27.6364,77.7124,block_centroid_approximation
9,145,762,123930,Samauli Bangaar,136,922,502,420,550,358,192,372,144,228,329,210,119,133,10,111,593,27.6364,77.7124,block_centroid_approximation
9,145,762,123931,Samauli Khadar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6364,77.7124,block_centroid_approximation
9,145,762,123932,Sultanpur Bangar,179,950,484,466,452,283,169,498,201,297,249,205,44,5,15,1,701,27.6364,77.7124,block_centroid_approximation
9,145,762,123933,Sultanpur Khadar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6364,77.7124,block_centroid_approximation
9,145,762,123934,Tehramat,433,2588,1389,1199,1416,957,459,1172,432,740,1264,807,457,647,367,7,1324,27.6364,77.7124,block_centroid_approximation
9,145,762,123935,Sikanderpur,912,5705,3039,2666,3508,2237,1271,2197,802,1395,2065,1432,633,468,557,75,3640,27.6364,77.7124,block_centroid_approximation
9,145,762,123936,Jarara,877,5021,2714,2307,2769,1820,949,2252,894,1358,1506,1291,215,844,166,27,3515,27.6364,77.7124,block_centroid_approximation
9,145,762,123937,Bhadanwara,1270,7356,3972,3384,4283,2811,1472,3073,1161,1912,2338,1833,505,650,267,49,5018,27.6364,77.7124,block_centroid_approximation
9,145,762,123938,Khawal,980,5715,3080,2635,3155,2003,1152,2560,1077,1483,1712,1389,323,424,278,48,4003,27.6364,77.7124,block_centroid_approximation
9,145,762,123939,Akbarpur,739,4419,2366,2053,2935,1775,1160,1484,591,893,1472,1159,313,245,286,35,2947,27.6364,77.7124,block_centroid_approximation
9,145,762,123940,Dadisara,400,2453,1324,1129,1496,965,531,957,359,598,771,656,115,221,87,7,1682,27.6364,77.7124,block_centroid_approximation
9,145,762,123941,Karahari,1145,6718,3610,3108,3572,2318,1254,3146,1292,1854,2158,1484,674,431,346,130,4560,27.6364,77.7124,block_centroid_approximation
9,145,762,123942,Pabbipur,274,1373,743,630,964,590,374,409,153,256,287,269,18,135,91,4,1086,27.6364,77.7124,block_centroid_approximation
9,145,762,123943,Irolizunnardar,401,2014,1114,900,1448,911,537,566,203,363,678,510,168,296,87,11,1336,27.6364,77.7124,block_centroid_approximation
9,145,762,123944,Sirrela,234,1402,749,653,816,544,272,586,205,381,335,324,11,133,116,1,1067,27.6364,77.7124,block_centroid_approximation
9,145,762,123945,Iroli Gujar Khadar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6364,77.7124,block_centroid_approximation
9,145,762,123946,Iroli Gujar Bangar,334,2162,1166,996,1192,799,393,970,367,603,546,501,45,252,11,7,1616,27.6364,77.7124,block_centroid_approximation
9,145,762,123947,Nagla Birbala,71,447,238,209,271,175,96,176,63,113,156,91,65,73,77,0,291,27.6364,77.7124,block_centroid_approximation
9,145,762,123948,Hernol,714,4379,2335,2044,2431,1547,884,1948,788,1160,1207,1039,168,438,238,13,3172,27.6364,77.7124,block_centroid_approximation
9,145,762,123949,Girtana,185,1332,739,593,838,550,288,494,189,305,297,285,12,145,7,17,1035,27.6364,77.7124,block_centroid_approximation
9,145,762,123950,Bilandpur,167,868,446,422,516,311,205,352,135,217,456,242,214,63,50,38,412,27.6364,77.7124,block_centroid_approximation
9,145,762,123951,Bhadavan Banger,432,2438,1319,1119,1415,903,512,1023,416,607,734,567,167,159,84,13,1704,27.6364,77.7124,block_centroid_approximation
9,145,762,123952,Bhadavan Khadar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6364,77.7124,block_centroid_approximation
9,145,762,123953,Bijoli Khadar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6364,77.7124,block_centroid_approximation
9,145,762,123954,Bijoli Banger,733,4261,2220,2041,2276,1427,849,1985,793,1192,1592,1074,518,228,710,1,2669,27.6364,77.7124,block_centroid_approximation
9,145,762,123955,Lal Garhi,114,621,345,276,307,216,91,314,129,185,197,181,16,115,1,0,424,27.6364,77.7124,block_centroid_approximation
9,145,762,123956,Kurhvara,277,1680,875,805,1042,641,401,638,234,404,882,567,315,292,72,8,798,27.6364,77.7124,block_centroid_approximation
9,145,762,123957,Naseeti,559,3336,1753,1583,1903,1212,691,1433,541,892,876,775,101,499,57,7,2460,27.6364,77.7124,block_centroid_approximation
9,145,762,123958,Jaiswan,461,2752,1528,1224,1713,1141,572,1039,387,652,633,604,29,201,180,40,2119,27.6364,77.7124,block_centroid_approximation
9,145,762,123959,Bakla,242,1611,853,758,952,630,322,659,223,436,445,373,72,78,21,14,1166,27.6364,77.7124,block_centroid_approximation
9,145,762,123960,Neem Gaon,994,5841,3143,2698,3217,2116,1101,2624,1027,1597,2123,1505,618,367,311,20,3718,27.6364,77.7124,block_centroid_approximation
9,145,762,123961,Piri,274,1661,939,722,1044,714,330,617,225,392,653,440,213,248,19,21,1008,27.6364,77.7124,block_centroid_approximation
9,145,762,123962,Biballi,597,3429,1863,1566,2182,1433,749,1247,430,817,1076,916,160,536,104,39,2353,27.6364,77.7124,block_centroid_approximation
9,145,762,123963,Bindu Bulaki,1175,7008,3753,3255,4315,2672,1643,2693,1081,1612,2805,1961,844,651,985,81,4203,27.6364,77.7124,block_centroid_approximation
9,145,762,123964,Udhar,261,1648,881,767,1003,622,381,645,259,386,814,419,395,200,12,5,834,27.6364,77.7124,block_centroid_approximation
9,145,762,123965,Nagla Himana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6364,77.7124,block_centroid_approximation
9,145,762,123966,Javara,2239,13862,7435,6427,8340,5335,3005,5522,2100,3422,5799,3681,2118,1603,504,229,8063,27.6364,77.7124,block_centroid_approximation
9,145,762,123967,Bahadin,250,1499,783,716,880,566,314,619,217,402,477,374,103,120,92,17,1022,27.6364,77.7124,block_centroid_approximation
9,145,762,123968,Nagla Deh,107,580,289,291,360,231,129,220,58,162,328,162,166,0,283,2,252,27.6364,77.7124,block_centroid_approximation
9,145,762,123969,Nagla Dani,66,356,191,165,234,132,102,122,59,63,153,87,66,15,0,4,203,27.6364,77.7124,block_centroid_approximation
9,145,762,123970,Nagla Himaun,140,688,358,330,410,267,143,278,91,187,306,157,149,17,0,0,382,27.6364,77.7124,block_centroid_approximation
9,145,762,123971,Milik Kalan,46,281,157,124,208,139,69,73,18,55,153,79,74,65,6,0,128,27.6364,77.7124,block_centroid_approximation
9,145,762,123972,Milik Khurd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6364,77.7124,block_centroid_approximation
9,145,762,123973,Poluwa Khurd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6364,77.7124,block_centroid_approximation
9,145,762,123974,Poluwa Kalan,5,37,21,16,22,15,7,15,6,9,21,11,10,4,0,1,16,27.6364,77.7124,block_centroid_approximation
9,145,762,123975,Patipura,18,89,43,46,61,34,27,28,9,19,46,25,21,22,1,0,43,27.6364,77.7124,block_centroid_approximation
9,145,762,123976,Kheria,42,238,107,131,112,62,50,126,45,81,76,49,27,38,3,0,162,27.6364,77.7124,block_centroid_approximation
9,145,762,123977,Dunetiya,150,866,469,397,438,288,150,428,181,247,249,205,44,62,146,6,617,27.6364,77.7124,block_centroid_approximation
9,145,762,123978,Sir Badam Singh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6364,77.7124,block_centroid_approximation
9,145,762,123979,Mat Mula Khader,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6364,77.7124,block_centroid_approximation
9,145,762,123980,Mat Mula Bangar,1216,7187,3821,3366,4237,2572,1665,2950,1249,1701,2409,1772,637,489,355,232,4778,27.6364,77.7124,block_centroid_approximation
9,145,762,123981,Arruwa Banger,2106,12982,7019,5963,7373,4861,2512,5609,2158,3451,4638,3352,1286,1152,337,48,8344,27.6364,77.7124,block_centroid_approximation
9,145,762,123982,Mat Raja Bangar,1103,6234,3294,2940,3573,2159,1414,2661,1135,1526,2748,1800,948,210,567,61,3486,27.6364,77.7124,block_centroid_approximation
9,145,762,123983,Mat Raja Khader,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6364,77.7124,block_centroid_approximation
9,145,762,123984,Jahangirpur Khader,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6364,77.7124,block_centroid_approximation
9,145,762,123985,Dangoli Bangar,404,2574,1323,1251,1163,709,454,1411,614,797,1189,660,529,142,40,272,1385,27.6364,77.7124,block_centroid_approximation
9,145,762,123986,Bheem Khader,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6364,77.7124,block_centroid_approximation
9,145,762,123987,Bheem Bangar,342,2058,1097,961,1115,736,379,943,361,582,918,531,387,116,6,11,1140,27.6364,77.7124,block_centroid_approximation
9,145,762,123988,Arruwa Khader,7,71,65,6,55,53,2,16,12,4,34,30,4,1,0,0,37,27.6364,77.7124,block_centroid_approximation
9,145,762,123989,Piproli Bangar,111,745,387,358,406,258,148,339,129,210,326,180,146,60,5,0,419,27.6364,77.7124,block_centroid_approximation
9,145,762,123990,Piproli Khader,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6364,77.7124,block_centroid_approximation
9,145,762,123991,Dangoli Khader,7,58,11,47,15,4,11,43,7,36,27,7,20,2,3,0,31,27.6364,77.7124,block_centroid_approximation
9,145,762,123992,Begampur Khader,3,16,7,9,2,2,0,14,5,9,8,5,3,1,2,0,8,27.6364,77.7124,block_centroid_approximation
9,145,762,123993,Jahangirpur Banger,316,1966,1049,917,802,538,264,1164,511,653,778,472,306,153,92,209,1188,27.6364,77.7124,block_centroid_approximation
9,145,762,123994,Begampur Banger,203,1182,628,554,550,371,179,632,257,375,576,326,250,132,217,7,606,27.6364,77.7124,block_centroid_approximation
9,145,762,123995,Panigaon Khader,5,12,6,6,7,6,1,5,0,5,7,5,2,0,0,0,5,27.6364,77.7124,block_centroid_approximation
9,145,762,123996,Panigaon Banger,1135,7139,3839,3300,4031,2593,1438,3108,1246,1862,2573,1817,756,593,209,55,4566,27.6364,77.7124,block_centroid_approximation
9,145,762,123997,Pokher Hirde,216,1281,707,574,791,525,266,490,182,308,675,363,312,144,66,28,606,27.6364,77.7124,block_centroid_approximation
9,145,762,123998,Suraj,390,2285,1223,1062,1591,1008,583,694,215,479,952,517,435,176,64,47,1333,27.6364,77.7124,block_centroid_approximation
9,145,762,123999,Diwana,867,5169,2778,2391,3133,1973,1160,2036,805,1231,1941,1313,628,213,567,33,3228,27.6364,77.7124,block_centroid_approximation
9,145,762,124000,Kalyanpur,149,933,483,450,591,348,243,342,135,207,235,217,18,70,96,1,698,27.6364,77.7124,block_centroid_approximation
9,145,762,124001,Maoli Banger,129,796,417,379,456,277,179,340,140,200,175,172,3,128,11,0,621,27.6364,77.7124,block_centroid_approximation
9,145,762,124002,Maoli Khader,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6364,77.7124,block_centroid_approximation
9,145,762,124003,Kinarai Bangar,324,1735,949,786,834,544,290,901,405,496,805,510,295,44,93,17,930,27.6364,77.7124,block_centroid_approximation
9,145,762,124004,Kinarai Khader,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6364,77.7124,block_centroid_approximation
9,145,762,124005,Daharuwa,667,4113,2190,1923,1744,1160,584,2369,1030,1339,1701,1147,554,98,318,94,2412,27.6364,77.7124,block_centroid_approximation
9,145,762,124006,Saur,214,1436,773,663,864,576,288,572,197,375,343,331,12,145,82,20,1093,27.6364,77.7124,block_centroid_approximation
9,145,762,124007,Choorahansi,417,2556,1353,1203,1497,976,521,1059,377,682,705,658,47,370,186,35,1851,27.6364,77.7124,block_centroid_approximation
9,145,762,124008,Narbehansi,59,323,175,148,198,129,69,125,46,79,88,87,1,65,1,0,235,27.6364,77.7124,block_centroid_approximation
9,145,762,124009,Kharwa,512,3094,1625,1469,1796,1107,689,1298,518,780,946,762,184,196,79,42,2148,27.6364,77.7124,block_centroid_approximation
9,145,762,124010,Koyal,309,1931,1011,920,1215,736,479,716,275,441,691,483,208,82,180,14,1240,27.6364,77.7124,block_centroid_approximation
9,145,762,124011,Tirwaya,232,1433,784,649,857,544,313,576,240,336,417,363,54,135,82,3,1016,27.6364,77.7124,block_centroid_approximation
9,145,762,124012,Bheema,134,878,457,421,607,349,258,271,108,163,276,230,46,96,50,2,602,27.6364,77.7124,block_centroid_approximation
9,145,762,124013,Thana Amarsingh,145,903,470,433,542,335,207,361,135,226,220,204,16,47,139,0,683,27.6364,77.7124,block_centroid_approximation
9,145,762,124014,Nagal,350,2347,1285,1062,1397,927,470,950,358,592,969,662,307,287,107,45,1378,27.6364,77.7124,block_centroid_approximation
9,145,762,124015,Gonga,420,2577,1403,1174,1551,1013,538,1026,390,636,750,629,121,145,25,29,1827,27.6364,77.7124,block_centroid_approximation
9,145,762,124016,Dhaku,282,1656,897,759,994,646,348,662,251,411,521,419,102,89,79,28,1135,27.6364,77.7124,block_centroid_approximation
9,145,762,124017,Surraka,187,1305,685,620,823,505,318,482,180,302,490,313,177,182,6,3,815,27.6364,77.7124,block_centroid_approximation
9,145,762,124018,Nagla Mahru,95,550,291,259,364,226,138,186,65,121,151,140,11,22,61,5,399,27.6364,77.7124,block_centroid_approximation
9,145,762,124019,Kakrari,533,3454,1899,1555,2199,1440,759,1255,459,796,1466,925,541,444,91,7,1988,27.6364,77.7124,block_centroid_approximation
9,145,762,124020,Barhaun,564,3544,1934,1610,2257,1488,769,1287,446,841,1104,875,229,435,148,14,2440,27.6364,77.7124,block_centroid_approximation
9,145,762,124021,Surja,94,618,342,276,382,270,112,236,72,164,149,142,7,62,6,2,469,27.6364,77.7124,block_centroid_approximation
9,145,762,124022,Gaiyara,1104,6255,3379,2876,3899,2502,1397,2356,877,1479,2079,1574,505,500,195,146,4176,27.6364,77.7124,block_centroid_approximation
9,145,762,124023,Pirsuwa,379,2251,1232,1019,1344,878,466,907,354,553,569,476,93,204,75,23,1682,27.6364,77.7124,block_centroid_approximation
9,145,762,124024,Sherni,234,1472,795,677,976,625,351,496,170,326,467,301,166,137,51,10,1005,27.6364,77.7124,block_centroid_approximation
9,145,762,124025,Manina Balu,282,1704,949,755,1025,691,334,679,258,421,669,428,241,160,193,10,1035,27.6364,77.7124,block_centroid_approximation
9,145,762,124026,Sampat Jogi,109,754,419,335,400,272,128,354,147,207,298,186,112,74,97,0,456,27.6364,77.7124,block_centroid_approximation
9,145,762,124027,Bhooda Sani,316,2045,1101,944,1338,850,488,707,251,456,946,542,404,314,229,20,1099,27.6364,77.7124,block_centroid_approximation
9,145,762,124028,Lalpur Mahavan,425,2689,1452,1237,1585,1081,504,1104,371,733,909,701,208,306,15,47,1780,27.6364,77.7124,block_centroid_approximation
9,145,762,124029,Bhankerpur Basela,336,2238,1214,1024,1321,881,440,917,333,584,976,585,391,345,360,8,1262,27.6364,77.7124,block_centroid_approximation
9,145,762,124030,Gaju,423,2559,1392,1167,1577,1025,552,982,367,615,903,669,234,145,402,40,1656,27.6364,77.7124,block_centroid_approximation
9,145,762,124031,Amera,355,2088,1164,924,1370,874,496,718,290,428,678,542,136,199,31,27,1410,27.6364,77.7124,block_centroid_approximation
9,145,762,124032,Mishri,137,888,477,411,557,370,187,331,107,224,217,211,6,53,1,2,671,27.6364,77.7124,block_centroid_approximation
9,145,762,124033,Shivli,569,3503,1855,1648,2256,1441,815,1247,414,833,1366,856,510,425,139,5,2137,27.6364,77.7124,block_centroid_approximation
9,145,762,124034,Birhana,416,2679,1433,1246,1742,1138,604,937,295,642,906,657,249,259,147,58,1773,27.6364,77.7124,block_centroid_approximation
9,145,762,124035,Bisavli,541,3274,1770,1504,2060,1360,700,1214,410,804,971,814,157,448,80,80,2303,27.6364,77.7124,block_centroid_approximation
9,145,762,124036,Birbal,389,2346,1277,1069,1387,910,477,959,367,592,979,634,345,125,212,58,1367,27.6364,77.7124,block_centroid_approximation
9,145,762,124037,Thokgyan,283,1561,822,739,1026,622,404,535,200,335,631,432,199,40,71,29,930,27.6364,77.7124,block_centroid_approximation
9,145,762,124038,Nagla Bari,133,775,415,360,415,278,137,360,137,223,314,169,145,3,53,35,461,27.6364,77.7124,block_centroid_approximation
9,145,762,124039,Thok Sumera,210,1376,760,616,815,526,289,561,234,327,317,299,18,81,1,2,1059,27.6364,77.7124,block_centroid_approximation
9,145,762,124040,Arazi Milik.Gangabasi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6364,77.7124,block_centroid_approximation
9,145,762,124041,Thok Bindavani,311,2040,1101,939,1209,740,469,831,361,470,703,529,174,31,69,33,1337,27.6364,77.7124,block_centroid_approximation
9,145,762,124042,Bhudri,90,495,247,248,338,202,136,157,45,112,148,114,34,76,14,1,347,27.6364,77.7124,block_centroid_approximation
9,145,762,124043,Arazi Milik.Bikanushah,35,163,88,75,136,78,58,27,10,17,77,59,18,42,13,1,86,27.6364,77.7124,block_centroid_approximation
9,145,762,124044,Nagla Jangali,102,645,351,294,385,269,116,260,82,178,313,172,141,114,2,0,332,27.6364,77.7124,block_centroid_approximation
9,145,762,124045,Thok Saru,150,791,447,344,525,360,165,266,87,179,225,190,35,145,14,20,566,27.6364,77.7124,block_centroid_approximation
9,145,762,124046,Thok Kamal,192,1244,657,587,806,497,309,438,160,278,363,284,79,51,29,58,881,27.6364,77.7124,block_centroid_approximation
9,145,762,124047,Khadiya,195,1157,620,537,679,447,232,478,173,305,387,275,112,55,109,0,770,27.6364,77.7124,block_centroid_approximation
9,145,762,124048,Arazi Milik Qanungoyan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6364,77.7124,block_centroid_approximation
9,145,762,124049,Bil Aliabad,96,586,327,259,414,262,152,172,65,107,240,148,92,70,1,0,346,27.6364,77.7124,block_centroid_approximation
9,145,762,124050,Chauhari,160,1056,572,484,572,367,205,484,205,279,425,263,162,76,76,0,631,27.6364,77.7124,block_centroid_approximation
9,145,762,124051,Tehra Mahaban,257,1446,792,654,885,591,294,561,201,360,490,369,121,106,114,18,956,27.6364,77.7124,block_centroid_approximation
9,145,763,124052,Rausinga,130,743,402,341,496,319,177,247,83,164,342,180,162,145,41,2,401,27.43,77.75,block_centroid_approximation
9,145,763,124053,Nauranga,130,788,428,360,489,324,165,299,104,195,252,175,77,90,28,4,536,27.43,77.75,block_centroid_approximation
9,145,763,124054,Pavesara,438,2655,1418,1237,1626,1049,577,1029,369,660,976,618,358,228,117,5,1679,27.43,77.75,block_centroid_approximation
9,145,763,124055,Bansai,271,1508,746,762,823,521,302,685,225,460,452,349,103,184,26,6,1056,27.43,77.75,block_centroid_approximation
9,145,763,124056,Khajuri,157,983,535,448,599,382,217,384,153,231,379,233,146,90,48,1,604,27.43,77.75,block_centroid_approximation
9,145,763,124057,Chhikara,183,1030,553,477,659,411,248,371,142,229,555,321,234,88,82,6,475,27.43,77.75,block_centroid_approximation
9,145,763,124058,Jagatiya,101,779,418,361,525,324,201,254,94,160,323,219,104,73,19,8,456,27.43,77.75,block_centroid_approximation
9,145,763,124059,Bhojua,145,970,530,440,660,411,249,310,119,191,278,246,32,34,1,4,692,27.43,77.75,block_centroid_approximation
9,145,763,124060,Bichpuri Poluwa,79,465,264,201,274,187,87,191,77,114,121,110,11,30,0,0,344,27.43,77.75,block_centroid_approximation
9,145,763,124061,Malhai,101,574,309,265,370,253,117,204,56,148,159,125,34,61,86,2,415,27.43,77.75,block_centroid_approximation
9,145,763,124062,Padrari,500,2877,1565,1312,1880,1203,677,997,362,635,1036,782,254,185,118,52,1841,27.43,77.75,block_centroid_approximation
9,145,763,124063,Saras,211,1278,665,613,771,467,304,507,198,309,596,311,285,63,158,64,682,27.43,77.75,block_centroid_approximation
9,145,763,124064,Bana,260,1523,790,733,909,568,341,614,222,392,606,352,254,147,240,31,917,27.43,77.75,block_centroid_approximation
9,145,763,124065,Siyara,267,1714,898,816,1095,661,434,619,237,382,395,375,20,105,109,5,1319,27.43,77.75,block_centroid_approximation
9,145,763,124066,Bhainsara,596,3499,1881,1618,2251,1454,797,1248,427,821,1270,881,389,395,118,54,2229,27.43,77.75,block_centroid_approximation
9,145,763,124067,Achru Ladhora,504,3058,1658,1400,1901,1242,659,1157,416,741,810,756,54,301,189,45,2248,27.43,77.75,block_centroid_approximation
9,145,763,124068,Itauli,410,2271,1188,1083,1280,859,421,991,329,662,587,565,22,225,13,0,1684,27.43,77.75,block_centroid_approximation
9,145,763,124069,Khirari,220,1435,791,644,822,536,286,613,255,358,554,319,235,46,96,36,881,27.43,77.75,block_centroid_approximation
9,145,763,124070,Isapur Khadar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.43,77.75,block_centroid_approximation
