State,District,Subdistt,village_code,name,households,population_total,population_male,population_female,literate_total,literate_male,literate_female,illiterate_total,illiterate_male,illiterate_female,workers_total,workers_male,workers_female,cultivators,agri_labourers,household_industry_workers,non_workers,latitude,longitude,location_precision
9,145,763,124071,Taiyabpur,1714,10460,5638,4822,5963,3690,2273,4497,1948,2549,2852,2442,410,93,81,149,7608,27.43,77.75,block_centroid_approximation
9,145,763,124072,Milik Krishna Chaube,27,141,54,87,65,33,32,76,21,55,34,24,10,0,0,0,107,27.43,77.75,block_centroid_approximation
9,145,763,124073,Shahpur Gausana,740,4585,2434,2151,2824,1793,1031,1761,641,1120,1212,1131,81,44,77,13,3373,27.43,77.75,block_centroid_approximation
9,145,763,124074,Milik Bitthalnath,91,649,330,319,368,227,141,281,103,178,157,137,20,41,11,3,492,27.43,77.75,block_centroid_approximation
9,145,763,124075,Lohaban,1477,9266,4977,4289,6090,3667,2423,3176,1310,1866,3448,2470,978,388,369,587,5818,27.43,77.75,block_centroid_approximation
9,145,763,124076,Shahjadpur Tappa Sonai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.43,77.75,block_centroid_approximation
9,145,763,124077,Abdul Nabipur Banger,332,2048,1096,952,1266,767,499,782,329,453,694,571,123,56,20,33,1354,27.43,77.75,block_centroid_approximation
9,145,763,124078,Abdul Nabipur Khader,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.43,77.75,block_centroid_approximation
9,145,763,124079,Raipur Mai Banger,820,4900,2633,2267,2725,1743,982,2175,890,1285,1561,1204,357,188,68,97,3339,27.43,77.75,block_centroid_approximation
9,145,763,124080,Raipur Mai Khader,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.43,77.75,block_centroid_approximation
9,145,763,124081,Sihora,1327,8049,4310,3739,4996,3187,1809,3053,1123,1930,2461,1862,599,664,327,97,5588,27.43,77.75,block_centroid_approximation
9,145,763,124082,Bahadurpur,49,299,158,141,180,117,63,119,41,78,155,99,56,61,3,3,144,27.43,77.75,block_centroid_approximation
9,145,763,124083,Karab,1431,8238,4376,3862,5390,3364,2026,2848,1012,1836,2313,1927,386,627,255,106,5925,27.43,77.75,block_centroid_approximation
9,145,763,124084,Nagla Tulsi,90,572,317,255,265,201,64,307,116,191,106,98,8,19,3,2,466,27.43,77.75,block_centroid_approximation
9,145,763,124085,Mursenia,114,596,328,268,395,259,136,201,69,132,296,187,109,2,169,0,300,27.43,77.75,block_centroid_approximation
9,145,763,124086,Nagla Karan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.43,77.75,block_centroid_approximation
9,145,763,124087,Nagla Todar,65,436,233,203,296,192,104,140,41,99,136,103,33,48,27,0,300,27.43,77.75,block_centroid_approximation
9,145,763,124088,Nagla Arjun,111,664,362,302,479,305,174,185,57,128,250,172,78,112,24,0,414,27.43,77.75,block_centroid_approximation
9,145,763,124089,Sonkh Khera,223,1404,759,645,960,589,371,444,170,274,374,338,36,85,11,1,1030,27.43,77.75,block_centroid_approximation
9,145,763,124090,Nagla Hari,144,815,430,385,517,345,172,298,85,213,188,179,9,101,53,5,627,27.43,77.75,block_centroid_approximation
9,145,763,124091,Nagla Dhanoua,77,436,239,197,229,163,66,207,76,131,225,123,102,80,45,2,211,27.43,77.75,block_centroid_approximation
9,145,763,124092,Nagla Thana,85,502,248,254,130,77,53,372,171,201,101,80,21,64,18,1,401,27.43,77.75,block_centroid_approximation
9,145,763,124093,Tal Garhi,225,1311,683,628,818,530,288,493,153,340,502,337,165,161,201,8,809,27.43,77.75,block_centroid_approximation
9,145,763,124094,Nagla Heera,54,353,185,168,215,128,87,138,57,81,160,81,79,36,2,32,193,27.43,77.75,block_centroid_approximation
9,145,763,124095,Ochhta,39,206,111,95,144,88,56,62,23,39,80,48,32,31,5,2,126,27.43,77.75,block_centroid_approximation
9,145,763,124096,Bhanda Sujanpur,1,5,2,3,5,2,3,0,0,0,2,1,1,1,0,0,3,27.43,77.75,block_centroid_approximation
9,145,763,124097,Khalaua,230,1346,731,615,840,530,310,506,201,305,605,344,261,119,0,2,741,27.43,77.75,block_centroid_approximation
9,145,763,124098,Gudera,423,2399,1271,1128,1499,953,546,900,318,582,1178,628,550,176,294,10,1221,27.43,77.75,block_centroid_approximation
9,145,763,124099,Nunera,258,1681,924,757,1164,739,425,517,185,332,588,452,136,307,15,11,1093,27.43,77.75,block_centroid_approximation
9,145,763,124100,Nagaura,329,1891,1003,888,1133,721,412,758,282,476,725,469,256,172,114,9,1166,27.43,77.75,block_centroid_approximation
9,145,763,124101,Basar Bhakandi,75,452,253,199,359,215,144,93,38,55,164,127,37,108,6,0,288,27.43,77.75,block_centroid_approximation
9,145,763,124102,Bhit Bahari,68,364,195,169,236,153,83,128,42,86,186,100,86,65,10,0,178,27.43,77.75,block_centroid_approximation
9,145,763,124103,Anorha,988,6030,3244,2786,3364,2209,1155,2666,1035,1631,2336,1504,832,417,578,24,3694,27.43,77.75,block_centroid_approximation
9,145,763,124104,Byohai,804,5037,2595,2442,2901,1808,1093,2136,787,1349,1794,1222,572,391,519,21,3243,27.43,77.75,block_centroid_approximation
9,145,763,124105,Bharau Garh,163,995,538,457,458,321,137,537,217,320,248,238,10,109,94,2,747,27.43,77.75,block_centroid_approximation
9,145,763,124106,Nagla Bharau,450,2654,1422,1232,1577,1043,534,1077,379,698,686,625,61,266,168,16,1968,27.43,77.75,block_centroid_approximation
9,145,763,124107,Baltikari,494,3372,1784,1588,1877,1219,658,1495,565,930,1209,908,301,198,733,11,2163,27.43,77.75,block_centroid_approximation
9,145,763,124108,Nagla Qazi,186,1002,557,445,647,410,237,355,147,208,313,252,61,47,5,1,689,27.43,77.75,block_centroid_approximation
9,145,763,124109,Rawal Bangar,409,2753,1396,1357,1442,893,549,1311,503,808,857,629,228,258,200,24,1896,27.43,77.75,block_centroid_approximation
9,145,763,124110,Rawal Khadar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.43,77.75,block_centroid_approximation
9,145,763,124111,Mubarikpur Khadar,42,290,151,139,98,63,35,192,88,104,69,63,6,0,0,0,221,27.43,77.75,block_centroid_approximation
9,145,763,124112,Mubarikpur Bangar,54,370,196,174,193,127,66,177,69,108,86,80,6,0,0,3,284,27.43,77.75,block_centroid_approximation
9,145,763,124113,Nagla Mirbulaki,120,777,417,360,522,315,207,255,102,153,214,187,27,81,46,9,563,27.43,77.75,block_centroid_approximation
9,145,763,124114,Hayatpur,940,5707,3096,2611,3416,2167,1249,2291,929,1362,2153,1462,691,301,145,30,3554,27.43,77.75,block_centroid_approximation
9,145,763,124115,Alipur,162,928,473,455,528,316,212,400,157,243,561,289,272,122,316,7,367,27.43,77.75,block_centroid_approximation
9,145,763,124116,Kheria,98,487,269,218,288,176,112,199,93,106,355,197,158,28,278,6,132,27.43,77.75,block_centroid_approximation
9,145,763,124117,Kishanpur,343,2187,1169,1018,1454,890,564,733,279,454,1046,597,449,44,127,10,1141,27.43,77.75,block_centroid_approximation
9,145,763,124118,Khanpur,180,1160,620,540,687,429,258,473,191,282,387,268,119,57,115,2,773,27.43,77.75,block_centroid_approximation
9,145,763,124119,Manoharpur,605,3618,1903,1715,2014,1257,757,1604,646,958,1174,940,234,279,497,15,2444,27.43,77.75,block_centroid_approximation
9,145,763,124120,Jakariapur,34,256,133,123,148,87,61,108,46,62,70,62,8,50,5,8,186,27.43,77.75,block_centroid_approximation
9,145,763,124121,Islampur,119,749,387,362,526,295,231,223,92,131,207,167,40,39,2,9,542,27.43,77.75,block_centroid_approximation
9,145,763,124122,Sarai Alikhan,24,160,88,72,128,77,51,32,11,21,91,53,38,29,12,3,69,27.43,77.75,block_centroid_approximation
9,145,763,124123,Gokul Bangar(Dehat.1),35,175,97,78,116,73,43,59,24,35,91,56,35,12,13,4,84,27.43,77.75,block_centroid_approximation
9,145,763,124124,Gokul Khadar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.43,77.75,block_centroid_approximation
9,145,763,124125,Mahaban Bangar (Dehat),1155,6726,3668,3058,3984,2584,1400,2742,1084,1658,1767,1566,201,411,137,33,4959,27.43,77.75,block_centroid_approximation
9,145,763,124126,Mahaban Khadar,12,214,209,5,84,82,2,130,127,3,3,3,0,0,0,0,211,27.43,77.75,block_centroid_approximation
9,145,763,124127,Jogipur Bangar,116,802,433,369,487,318,169,315,115,200,420,224,196,66,144,1,382,27.43,77.75,block_centroid_approximation
9,145,763,124128,Jogipur Khadar,33,201,105,96,113,62,51,88,43,45,39,37,2,8,27,1,162,27.43,77.75,block_centroid_approximation
9,145,763,124129,Noorpur,134,835,456,379,497,317,180,338,139,199,252,215,37,41,29,12,583,27.43,77.75,block_centroid_approximation
9,145,763,124130,Jagdishpur,126,709,369,340,497,291,206,212,78,134,159,143,16,39,34,7,550,27.43,77.75,block_centroid_approximation
9,145,763,124131,Bandi,559,3155,1703,1452,2174,1320,854,981,383,598,920,838,82,360,119,24,2235,27.43,77.75,block_centroid_approximation
9,145,763,124132,Chholi,459,2963,1584,1379,1896,1219,677,1067,365,702,712,666,46,198,41,27,2251,27.43,77.75,block_centroid_approximation
9,145,763,124133,Muzaffarpur,148,835,469,366,583,376,207,252,93,159,219,208,11,59,46,9,616,27.43,77.75,block_centroid_approximation
9,145,763,124134,Mazahidpur,158,1054,563,491,669,416,253,385,147,238,529,257,272,0,7,0,525,27.43,77.75,block_centroid_approximation
9,145,763,124135,Ibrahimpur,135,858,459,399,536,333,203,322,126,196,334,221,113,44,82,15,524,27.43,77.75,block_centroid_approximation
9,145,763,124136,Amirpur,286,1658,892,766,936,642,294,722,250,472,422,409,13,143,3,0,1236,27.43,77.75,block_centroid_approximation
9,145,763,124137,Hataura,350,2362,1268,1094,1533,982,551,829,286,543,556,526,30,37,20,13,1806,27.43,77.75,block_centroid_approximation
9,145,763,124138,Narhauli Junnardar,164,1029,562,467,562,362,200,467,200,267,271,245,26,97,94,0,758,27.43,77.75,block_centroid_approximation
9,145,763,124139,Balrampur,83,452,254,198,275,187,88,177,67,110,119,110,9,0,1,0,333,27.43,77.75,block_centroid_approximation
9,145,763,124140,Shahaupur Bangar,196,1205,646,559,686,446,240,519,200,319,458,301,157,82,208,13,747,27.43,77.75,block_centroid_approximation
9,145,763,124141,Habibpur Bangar,510,3157,1677,1480,1730,1136,594,1427,541,886,863,623,240,367,179,16,2294,27.43,77.75,block_centroid_approximation
9,145,763,124142,Nabipur Bangar,213,1469,776,693,827,509,318,642,267,375,560,347,213,231,26,15,909,27.43,77.75,block_centroid_approximation
9,145,763,124143,Nabipur Khadar,5,42,20,22,18,11,7,24,9,15,19,10,9,6,2,0,23,27.43,77.75,block_centroid_approximation
9,145,763,124144,Sherpur Bangar,22,111,63,48,46,35,11,65,28,37,50,29,21,21,0,0,61,27.43,77.75,block_centroid_approximation
9,145,763,124145,Sherpur Khadar,11,49,32,17,30,24,6,19,8,11,28,17,11,11,0,0,21,27.43,77.75,block_centroid_approximation
9,145,763,124146,Habibpur Khadar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.43,77.75,block_centroid_approximation
9,145,763,124147,Shahpur Khadar,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,27.43,77.75,block_centroid_approximation
9,145,763,124148,Khadera,118,712,386,326,297,202,95,415,184,231,216,193,23,52,127,0,496,27.43,77.75,block_centroid_approximation
9,145,763,124149,Gulsana Bad,26,174,102,72,120,79,41,54,23,31,79,50,29,15,36,0,95,27.43,77.75,block_centroid_approximation
9,145,763,124150,Pachawar,2159,13135,7178,5957,7929,5193,2736,5206,1985,3221,5149,3505,1644,1230,1238,32,7986,27.43,77.75,block_centroid_approximation
9,145,763,124151,Jugsana,615,3894,2067,1827,2324,1486,838,1570,581,989,1368,925,443,322,89,61,2526,27.43,77.75,block_centroid_approximation
9,145,763,124152,Sarkand Khera,276,1545,863,682,1020,682,338,525,181,344,754,440,314,269,43,187,791,27.43,77.75,block_centroid_approximation
9,145,763,124153,Salemabad,83,532,285,247,361,225,136,171,60,111,144,129,15,87,18,1,388,27.43,77.75,block_centroid_approximation
9,145,763,124154,Dagheta,1151,7467,4057,3410,4747,3043,1704,2720,1014,1706,3108,2119,989,800,1299,89,4359,27.43,77.75,block_centroid_approximation
9,145,763,124155,Sarai Daud,266,1494,788,706,1028,620,408,466,168,298,562,336,226,184,68,2,932,27.43,77.75,block_centroid_approximation
9,145,763,124156,Radoi,404,2454,1344,1110,1521,1014,507,933,330,603,896,670,226,288,275,13,1558,27.43,77.75,block_centroid_approximation
9,145,763,124157,Hasanpur,271,1740,931,809,976,620,356,764,311,453,511,415,96,146,91,46,1229,27.43,77.75,block_centroid_approximation
9,145,763,124158,Gotha,263,1622,877,745,973,635,338,649,242,407,469,385,84,247,10,5,1153,27.43,77.75,block_centroid_approximation
9,145,763,124159,Mohanpur,34,168,88,80,118,72,46,50,16,34,43,41,2,32,0,0,125,27.43,77.75,block_centroid_approximation
9,145,763,124160,Awerni,1705,10126,5529,4597,6154,4004,2150,3972,1525,2447,3789,2658,1131,1213,547,192,6337,27.43,77.75,block_centroid_approximation
9,145,763,124161,Artauni,254,1553,851,702,882,595,287,671,256,415,825,508,317,199,226,16,728,27.43,77.75,block_centroid_approximation
9,145,763,124162,Jharautha,541,2986,1595,1391,1789,1144,645,1197,451,746,728,671,57,173,238,35,2258,27.43,77.75,block_centroid_approximation
9,145,763,124163,Birona,236,1438,782,656,916,618,298,522,164,358,328,311,17,198,10,15,1110,27.43,77.75,block_centroid_approximation
9,145,763,124164,Jatora,200,1341,714,627,817,534,283,524,180,344,390,349,41,124,20,6,951,27.43,77.75,block_centroid_approximation
9,145,763,124165,Banarsipur,28,192,100,92,145,84,61,47,16,31,48,45,3,26,3,0,144,27.43,77.75,block_centroid_approximation
9,145,763,124166,Ridha Baldeo(Dehat),45,277,147,130,155,92,63,122,55,67,153,86,67,30,110,0,124,27.43,77.75,block_centroid_approximation
9,145,763,124167,Chhabirau,71,457,247,210,256,157,99,201,90,111,289,157,132,54,156,2,168,27.43,77.75,block_centroid_approximation
9,145,763,124168,Hatkoli,550,3427,1831,1596,2179,1379,800,1248,452,796,1432,831,601,389,455,29,1995,27.43,77.75,block_centroid_approximation
9,145,763,124169,Kilauni,318,1841,998,843,1182,793,389,659,205,454,464,419,45,267,98,1,1377,27.43,77.75,block_centroid_approximation
9,145,763,124170,Angai,333,2040,1120,920,1334,868,466,706,252,454,1120,598,522,293,421,17,920,27.43,77.75,block_centroid_approximation
9,145,763,124171,Nagla Girdhar,139,885,458,427,584,355,229,301,103,198,191,172,19,67,27,5,694,27.43,77.75,block_centroid_approximation
9,145,763,124172,Nagla Ajam Khadar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.43,77.75,block_centroid_approximation
9,145,763,124173,Nagla Ajam Bangar,43,328,182,146,183,110,73,145,72,73,71,69,2,68,0,0,257,27.43,77.75,block_centroid_approximation
9,145,763,124174,Saidpur,474,2932,1567,1365,1898,1229,669,1034,338,696,795,631,164,250,155,10,2137,27.43,77.75,block_centroid_approximation
9,145,763,124175,Nagla Bali,410,2738,1491,1247,1693,1111,582,1045,380,665,1175,700,475,265,454,109,1563,27.43,77.75,block_centroid_approximation
9,145,763,124176,Daulatpur,568,3768,2046,1722,2168,1420,748,1600,626,974,1137,884,253,558,107,72,2631,27.43,77.75,block_centroid_approximation
9,145,763,124177,Barha Khadar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.43,77.75,block_centroid_approximation
9,145,763,124178,Barha Bangar,20,156,80,76,92,55,37,64,25,39,49,26,23,12,0,22,107,27.43,77.75,block_centroid_approximation
9,145,763,124179,Lahrauli Bangar,335,1934,998,936,1099,690,409,835,308,527,922,479,443,90,646,38,1012,27.43,77.75,block_centroid_approximation
9,145,763,124180,Lahrauli Khadar,7,26,13,13,14,9,5,12,4,8,12,7,5,8,4,0,14,27.43,77.75,block_centroid_approximation
9,145,763,124181,Tatrauta Khadar,1,8,4,4,0,0,0,8,4,4,4,2,2,4,0,0,4,27.43,77.75,block_centroid_approximation
9,145,763,124182,Tatrauta Bangar,544,3097,1674,1423,1607,1096,511,1490,578,912,1490,838,652,271,357,31,1607,27.43,77.75,block_centroid_approximation
9,145,763,124183,Shahjadpur(Indrawali),213,1197,650,547,841,528,313,356,122,234,328,295,33,87,85,22,869,27.43,77.75,block_centroid_approximation
9,145,763,124184,Madaura,449,2717,1469,1248,1490,1010,480,1227,459,768,1128,702,426,397,158,34,1589,27.43,77.75,block_centroid_approximation
9,145,763,124185,Bhudha,194,1131,583,548,649,409,240,482,174,308,558,307,251,113,101,27,573,27.43,77.75,block_centroid_approximation
9,145,763,124186,Patlauni,771,4440,2382,2058,2925,1848,1077,1515,534,981,1424,1078,346,492,120,11,3016,27.43,77.75,block_centroid_approximation
9,145,763,124187,Bhartiya,789,4663,2524,2139,2883,1841,1042,1780,683,1097,2457,1273,1184,604,39,21,2206,27.43,77.75,block_centroid_approximation
9,145,763,124188,Karnau,117,745,399,346,512,307,205,233,92,141,316,188,128,60,188,3,429,27.43,77.75,block_centroid_approximation
9,145,763,124189,Fatehpura,169,988,547,441,547,367,180,441,180,261,419,287,132,73,179,16,569,27.43,77.75,block_centroid_approximation
9,145,763,124190,Kachnau,401,2467,1365,1102,1612,1015,597,855,350,505,698,666,32,432,126,5,1769,27.43,77.75,block_centroid_approximation
9,145,763,124191,Selkhera,378,2601,1432,1169,1604,1085,519,997,347,650,1340,759,581,224,256,15,1261,27.43,77.75,block_centroid_approximation
9,145,763,124192,Jadaupur,201,1293,694,599,782,514,268,511,180,331,468,300,168,166,142,2,825,27.43,77.75,block_centroid_approximation
9,145,763,124193,Garhsauli,502,3091,1692,1399,1664,1086,578,1427,606,821,1167,740,427,294,49,28,1924,27.43,77.75,block_centroid_approximation
9,145,763,124194,Barauli,828,5278,2865,2413,3175,2029,1146,2103,836,1267,2232,1540,692,403,220,28,3046,27.43,77.75,block_centroid_approximation
9,145,763,124195,Akos Bangar,1397,9134,4919,4215,5156,3315,1841,3978,1604,2374,3995,2557,1438,1270,242,55,5139,27.43,77.75,block_centroid_approximation
9,145,763,124196,Kanjaulighat Bangar,582,3883,2102,1781,2374,1512,862,1509,590,919,1402,925,477,736,320,106,2481,27.43,77.75,block_centroid_approximation
9,145,763,124197,Kanjaulighat Khadar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.43,77.75,block_centroid_approximation
9,145,763,124198,Akos Khadar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.43,77.75,block_centroid_approximation
9,145,763,124199,Nagla Akos Khadar,52,315,183,132,133,96,37,182,87,95,141,81,60,29,47,1,174,27.43,77.75,block_centroid_approximation
9,145,763,124200,Nagla Akos Bangar,228,1345,722,623,812,504,308,533,218,315,636,316,320,215,153,23,709,27.43,77.75,block_centroid_approximation
9,145,763,124201,Kanora Bangar,120,776,420,356,450,289,161,326,131,195,152,151,1,11,113,2,624,27.43,77.75,block_centroid_approximation
9,145,763,124202,Murshidabad Bangar,54,332,166,166,206,130,76,126,36,90,67,63,4,8,55,0,265,27.43,77.75,block_centroid_approximation
9,145,763,124203,Murshidabad Khadar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.43,77.75,block_centroid_approximation
9,145,763,124204,Kanora Khadar,2,6,6,0,5,5,0,1,1,0,1,1,0,0,0,0,5,27.43,77.75,block_centroid_approximation
9,145,763,124205,Nagla Gukhrauli,497,3141,1712,1429,2130,1335,795,1011,377,634,1239,803,436,476,156,26,1902,27.43,77.75,block_centroid_approximation
9,145,763,124206,Sarai Salbahan,242,1422,720,702,786,483,303,636,237,399,490,331,159,63,81,155,932,27.43,77.75,block_centroid_approximation
9,145,763,124207,Nera Bangar,608,3975,2116,1859,2395,1521,874,1580,595,985,1453,964,489,521,357,31,2522,27.43,77.75,block_centroid_approximation
9,145,763,124208,Madaur,404,2566,1336,1230,1581,968,613,985,368,617,843,615,228,409,176,4,1723,27.43,77.75,block_centroid_approximation
9,145,763,124209,Nera Khadar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.43,77.75,block_centroid_approximation
9,145,763,124210,Mohpai Bangar,53,349,187,162,184,124,60,165,63,102,136,80,56,36,16,2,213,27.43,77.75,block_centroid_approximation
9,145,763,124211,Mohpai Khadar,3,17,11,6,9,8,1,8,3,5,7,4,3,0,1,0,10,27.43,77.75,block_centroid_approximation
9,145,763,124212,Sehat Bangar,186,1255,685,570,571,388,183,684,297,387,390,300,90,138,106,0,865,27.43,77.75,block_centroid_approximation
9,145,763,124213,Sehat Khadar,3,17,7,10,9,3,6,8,4,4,9,5,4,1,2,0,8,27.43,77.75,block_centroid_approximation
9,145,764,124215,Seeh,377,2616,1398,1218,1473,972,501,1143,426,717,752,686,66,395,127,32,1864,27.4925,77.6737,block_centroid_approximation
9,145,764,124216,Palson,1388,8316,4582,3734,4711,3076,1635,3605,1506,2099,2870,2186,684,750,416,115,5446,27.4925,77.6737,block_centroid_approximation
9,145,764,124217,Mahroli,817,5136,2728,2408,2647,1785,862,2489,943,1546,1736,1238,498,616,239,11,3400,27.4925,77.6737,block_centroid_approximation
9,145,764,124218,Janu,617,3774,2021,1753,1646,1161,485,2128,860,1268,1729,927,802,566,209,13,2045,27.4925,77.6737,block_centroid_approximation
9,145,764,124219,Mudseras,625,4040,2172,1868,2101,1402,699,1939,770,1169,1804,1025,779,679,110,20,2236,27.4925,77.6737,block_centroid_approximation
9,145,764,124220,Daulatpur Mathura,374,2540,1374,1166,806,611,195,1734,763,971,806,564,242,222,74,1,1734,27.4925,77.6737,block_centroid_approximation
9,145,764,124221,Devseras,1161,7919,4225,3694,2811,1908,903,5108,2317,2791,3118,1953,1165,829,271,5,4801,27.4925,77.6737,block_centroid_approximation
9,145,764,124222,Madaura,542,3534,1877,1657,1542,1069,473,1992,808,1184,1100,819,281,448,184,6,2434,27.4925,77.6737,block_centroid_approximation
9,145,764,124223,Malsarai,416,2648,1426,1222,1465,939,526,1183,487,696,1147,664,483,510,122,3,1501,27.4925,77.6737,block_centroid_approximation
9,145,764,124224,Tond,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.4925,77.6737,block_centroid_approximation
9,145,764,124225,Gantholi,845,4995,2670,2325,2757,1777,980,2238,893,1345,1463,1168,295,379,80,116,3532,27.4925,77.6737,block_centroid_approximation
9,145,764,124226,Jatipura,871,4993,2688,2305,2825,1799,1026,2168,889,1279,1359,1175,184,187,60,29,3634,27.4925,77.6737,block_centroid_approximation
9,145,764,124227,Anore,1251,7531,4003,3528,3645,2373,1272,3886,1630,2256,2276,1777,499,540,167,32,5255,27.4925,77.6737,block_centroid_approximation
9,145,764,124228,Padal,410,2404,1280,1124,1325,861,464,1079,419,660,779,564,215,212,119,15,1625,27.4925,77.6737,block_centroid_approximation
9,145,764,124229,Kunjera,315,2125,1120,1005,1050,695,355,1075,425,650,555,529,26,343,4,2,1570,27.4925,77.6737,block_centroid_approximation
9,145,764,124230,Radhakund Rural,234,1232,668,564,588,396,192,644,272,372,375,322,53,103,147,16,857,27.4925,77.6737,block_centroid_approximation
9,145,764,124231,Neemgaon,745,4746,2513,2233,2182,1458,724,2564,1055,1509,1561,1083,478,434,218,33,3185,27.4925,77.6737,block_centroid_approximation
9,145,764,124232,Bhagosa,488,3028,1622,1406,2012,1236,776,1016,386,630,944,755,189,396,31,68,2084,27.4925,77.6737,block_centroid_approximation
9,145,764,124233,Sakarwa,586,3952,2072,1880,2380,1510,870,1572,562,1010,1174,950,224,693,93,24,2778,27.4925,77.6737,block_centroid_approximation
9,145,764,124234,Sakitara,366,2212,1207,1005,1394,890,504,818,317,501,601,544,57,214,45,9,1611,27.4925,77.6737,block_centroid_approximation
9,145,764,124235,Goverdhan Brahmnan,41,167,81,86,88,52,36,79,29,50,44,41,3,1,18,0,123,27.4925,77.6737,block_centroid_approximation
9,145,764,124236,Goverdhan Gorwan,153,747,430,317,350,236,114,397,194,203,212,166,46,2,2,2,535,27.4925,77.6737,block_centroid_approximation
9,145,764,124237,Pali Brahmnan,226,1521,792,729,837,515,322,684,277,407,436,349,87,145,106,21,1085,27.4925,77.6737,block_centroid_approximation
9,145,764,124238,Jamunavata,111,770,419,351,344,244,100,426,175,251,390,275,115,106,28,6,380,27.4925,77.6737,block_centroid_approximation
9,145,764,124239,Bhavanpura,477,2905,1562,1343,1802,1184,618,1103,378,725,945,736,209,369,225,49,1960,27.4925,77.6737,block_centroid_approximation
9,145,764,124240,Aring,2397,14608,7795,6813,8659,5344,3315,5949,2451,3498,4307,3531,776,1274,261,199,10301,27.4925,77.6737,block_centroid_approximation
9,145,764,124241,Madhuri Kund,354,2264,1223,1041,1335,875,460,929,348,581,552,495,57,217,14,16,1712,27.4925,77.6737,block_centroid_approximation
9,145,764,124242,Sonsa,487,2607,1396,1211,1269,868,401,1338,528,810,676,601,75,92,68,5,1931,27.4925,77.6737,block_centroid_approximation
9,145,764,124243,Mahmadpur,261,1506,828,678,1059,645,414,447,183,264,386,367,19,86,1,0,1120,27.4925,77.6737,block_centroid_approximation
9,145,764,124244,Pentha,566,3822,2061,1761,2260,1483,777,1562,578,984,1158,998,160,535,121,5,2664,27.4925,77.6737,block_centroid_approximation
9,145,764,124245,Kothara,303,1889,1012,877,1104,734,370,785,278,507,609,460,149,403,172,1,1280,27.4925,77.6737,block_centroid_approximation
9,145,764,124246,Bachhgaon,2156,12834,6802,6032,7581,4880,2701,5253,1922,3331,4494,3088,1406,2149,371,89,8340,27.4925,77.6737,block_centroid_approximation
9,145,764,124247,Sonkh Dehat,446,2630,1429,1201,1797,1141,656,833,288,545,1117,693,424,267,119,7,1513,27.4925,77.6737,block_centroid_approximation
9,145,764,124248,Nainupatti,1459,9170,4888,4282,5848,3728,2120,3322,1160,2162,3499,2297,1202,1127,129,59,5671,27.4925,77.6737,block_centroid_approximation
9,145,764,124249,Borpa,330,2057,1101,956,1397,861,536,660,240,420,663,496,167,389,9,2,1394,27.4925,77.6737,block_centroid_approximation
9,145,764,124250,Nagla Chhinga,127,802,437,365,477,320,157,325,117,208,376,199,177,25,50,1,426,27.4925,77.6737,block_centroid_approximation
9,145,764,124251,Malhu,456,2677,1489,1188,1617,1088,529,1060,401,659,709,638,71,344,39,12,1968,27.4925,77.6737,block_centroid_approximation
9,145,764,124252,Ahmal,598,3714,1979,1735,2356,1505,851,1358,474,884,1362,912,450,345,78,12,2352,27.4925,77.6737,block_centroid_approximation
9,145,764,124253,Singa Patti,529,3019,1650,1369,1868,1213,655,1151,437,714,785,754,31,262,244,12,2234,27.4925,77.6737,block_centroid_approximation
9,145,764,124254,Loriha Patti,628,3886,2074,1812,2504,1617,887,1382,457,925,1141,892,249,348,99,27,2745,27.4925,77.6737,block_centroid_approximation
9,145,764,124255,Bhadar,172,998,521,477,666,398,268,332,123,209,431,266,165,23,11,65,567,27.4925,77.6737,block_centroid_approximation
9,145,764,124256,Nagla Sawant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.4925,77.6737,block_centroid_approximation
9,145,764,124257,Chak Sawant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.4925,77.6737,block_centroid_approximation
9,145,764,124258,Lalpur,607,3578,1908,1670,2138,1382,756,1440,526,914,1315,896,419,577,85,3,2263,27.4925,77.6737,block_centroid_approximation
9,145,764,124259,Son,482,2943,1552,1391,1929,1197,732,1014,355,659,921,661,260,246,183,8,2022,27.4925,77.6737,block_centroid_approximation
9,145,764,124260,Palidungara,264,1608,864,744,821,542,279,787,322,465,434,367,67,231,10,19,1174,27.4925,77.6737,block_centroid_approximation
